column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,south_africa,column_w,aggregate_pdi
1990:Q4,56.125599348582206,64.17844166274513,68.02951357411287,76.26595614091258,66.80561813148074,62.69545197061136,46.71775260832653,61.30395917470898,64.81514263707206,49.75855390025593,37.709988309670976,56.75006100268623,94.67550522199511,31.67821332640745,57.769941494189695,60.10506082441518,47.152542495997714,63.706377329910865,59.15385718071839,55.46821745528491,27.87091667251806,,60.807057328755185
1991:Q1,55.19850646105765,65.16877716775929,68.85304018704917,77.9513070759761,67.81404550083622,63.7320411881453,48.02216057547886,62.920697344901846,65.51585335286978,50.53618188253489,38.192336920828765,58.45458400792114,96.17437491769661,34.056324397232046,59.53479316999429,58.94477541496085,47.86206506681374,63.99296278041229,62.42794484510567,55.88684411457982,28.684668131790325,,61.63481677065451
1991:Q2,55.79532814032347,66.16087926716224,67.78209861800612,79.00506650647138,70.36763198249665,64.36796277998513,49.07106271762849,63.6725108752534,66.22247301421285,52.11268002568457,38.54718858982368,59.65329897257631,97.49000183809365,35.554097898581695,61.14343417294076,59.37546501582399,48.58969692914039,63.849748488050324,64.16798375322497,56.52244082294062,29.59239487472693,,62.60158297726417
1991:Q3,56.5908388198693,67.13527538777055,68.51783211993747,79.94948460491638,69.87495361580503,64.93669283721925,50.036792341711624,64.32584856391337,66.92763847250797,54.47225192828094,38.91832581446071,60.71890935480973,98.58966684526294,36.904947345426606,62.45001296350723,59.84126081483035,49.32983943191283,63.68186954435061,65.65243405429591,56.923522400483535,30.1643684371217,,63.296239508363236
1991:Q4,56.23635591304801,68.02749813716744,68.70930170487335,80.70564133764627,72.2223330841443,65.43097855501414,50.902909801944844,64.76962259235478,67.59651348724977,55.095793153702274,39.25284628621371,61.68938960879466,99.56328461430503,38.11049990024102,63.000291729330876,60.48264853747248,50.073850663611466,63.258070344314646,66.79616603447886,57.60579857028981,30.30890497616378,,64.13725908711176
1992:Q1,57.4303285842996,69.07215395626116,68.89490096335966,81.30560606803105,73.89007431859758,66.11488220285504,51.52259101149499,65.11033842706563,68.43424240889127,56.501788397921395,39.400923320463285,62.59233267703831,99.79397379609355,38.84296645529341,63.660310228564505,62.149951393349745,50.79641993823859,62.49465056824504,67.2753224397611,58.80538457026749,32.97864080913858,,65.14616863503575
1992:Q2,57.06556688991223,69.87084042238534,69.42590740200825,81.84818425706385,73.9362101752177,66.44457722769958,52.29839456233308,65.13623288353389,69.00754465131125,57.186737788029184,39.80788271526293,63.272622505788114,100.09203949592954,39.89965198145099,64.07605141190469,62.89774681251205,51.52269397006821,61.9847981735825,67.982681679043,59.51681408443645,33.68128276095886,,65.71348243532167
1992:Q3,58.434826012813986,70.62778340869285,70.94055679677085,82.34119501249546,74.62069875135167,66.64754045270944,53.06054431843871,65.11080749022906,69.53718780494476,57.38521345083482,40.33192847929827,63.74309547433252,99.97081410338645,40.95029175425134,64.88461695167877,63.276712645422236,52.44297530582813,61.671820260319905,68.6752708663666,60.047134702486495,34.45886903364463,,66.23293459657758
1992:Q4,58.3935864102482,71.22015937185579,69.83323753222153,82.6989236987641,76.88822466911753,66.68683447809535,53.79262908936451,64.87288198110394,69.95958325955272,58.39104409399541,40.92897255347075,64.03957334639918,99.96980387764188,41.99389072743844,66.32723140955181,63.459426497240145,53.07278565275516,61.41647923265787,69.21238378083656,61.10826397147765,34.97420051297496,,67.0011200382229
1993:Q1,58.55158803096414,71.62587018652698,70.48426295269745,82.99213822649935,75.40430707700614,65.92886116725494,54.775187656377234,64.43475700859307,70.2781591137294,59.257172320028,42.303777597477136,63.27091480656403,100.54607033742647,42.553479000414,67.51949000608224,62.38713834064003,53.561970630866135,60.97749683344621,69.64385746050367,60.34349347420837,35.00903194990767,,66.75730134621422
